Name	Rearrangement	Support
S70|IGHV6-1*02|IGHD1-14*01|IGHJ5*01	V6-1*01,J5*02	0.02095363349278113
S70|IGHV6-1*02|IGHD1-14*01|IGHJ5*01	V6-1*02,J5*01	0.6464130310488065
S70|IGHV6-1*02|IGHD1-14*01|IGHJ5*01	V6-1*02,J5*02	0.3110077802464254
S94|IGHV1-69D*01|IGHD5-12*01|IGHJ3*01	V1-69D*01,J3*01	0.7005683595164927
S94|IGHV1-69D*01|IGHD5-12*01|IGHJ3*01	V1-69D*01,J3*02	0.2979853224179742
S47|IGHV3-64D*06|IGHD7-27*01|IGHJ2*01	V3,J2*01	0.1556589818305505
S47|IGHV3-64D*06|IGHD7-27*01|IGHJ2*01	V3-64*05,J2*01	0.1871971832123294
S47|IGHV3-64D*06|IGHD7-27*01|IGHJ2*01	V3-64D*06,J2*01	0.6571436353940513
S19|IGHV3-49*05|IGHD4-11*01|IGHJ2*01	V3-49*05,J2*01	0.9991967844216314
S97|IGHV1-2*01|IGHD2-15*01|IGHJ3*01	V1-2*01,J3*01	0.6788616604007705
S97|IGHV1-2*01|IGHD2-15*01|IGHJ3*01	V1-2*01,J3*02	0.3211379159267336
S33|IGHV3-13*04|IGHD6-25*01|IGHJ3*01	V3-13*04,J3*01	0.6970764694032802
S33|IGHV3-13*04|IGHD6-25*01|IGHJ3*01	V3-13*04,J3*02	0.3005409688048817
S51|IGHV1/OR15-9*01|IGHD6-13*01|IGHJ5*02	V1/OR15-9*01,J5*02	0.9992213669959388
S24|IGHV3/OR16-10*01|IGHD1/OR15-1a*01|IGHJ1*01	V3/OR16-10*01,J1*01	0.9993350570243259
S30|IGHV2-26*01|IGHD3-22*01|IGHJ5*01	V2-26*01,J5*01	0.6712923262262689
S30|IGHV2-26*01|IGHD3-22*01|IGHJ5*01	V2-26*01,J5*02	0.3286443954886569
S57|IGHV3-64*01|IGHD4-17*01|IGHJ2*01	V3-64*01,J2*01	0.9824731010415576
S57|IGHV3-64*01|IGHD4-17*01|IGHJ2*01	V3-64*02,J2*01	0.01505944333393471
S71|IGHV3/OR16-13*01|IGHD5-12*01|IGHJ3*02	V3/OR16-13*01,J3*01	0.1303025838735498
S71|IGHV3/OR16-13*01|IGHD5-12*01|IGHJ3*02	V3/OR16-13*01,J3*02	0.8696974161264504
S74|IGHV4-30-2*06|IGHD5-12*01|IGHJ3*02	V4-30-2*06,J3*01	0.1186541353651974
S74|IGHV4-30-2*06|IGHD5-12*01|IGHJ3*02	V4-30-2*06,J3*02	0.8801005627248339
S84|IGHV3-48*02|IGHD2/OR15-2a*01|IGHJ2*01	V3-48*02,J2*01	0.9993617021818904
S39|IGHV4/OR15-8*02|IGHD5/OR15-5a*01|IGHJ3*02	V4/OR15-8*02,J3*01	0.8039875577945443
S39|IGHV4/OR15-8*02|IGHD5/OR15-5a*01|IGHJ3*02	V4/OR15-8*02,J3*02	0.1960007019862201
S40|IGHV1-46*03|IGHD2-15*01|IGHJ1*01	V1-46*01,J1*01	0.1807485743875932
S40|IGHV1-46*03|IGHD2-15*01|IGHJ1*01	V1-46*02,J1*01	0.06402880810263574
S40|IGHV1-46*03|IGHD2-15*01|IGHJ1*01	V1-46*03,J1*01	0.7552226175097709
S86|IGHV3-13*03|IGHD1-20*01|IGHJ1*01	V3-13*03,J1*01	0.9999988329758659
S61|IGHV3-30-3*03|IGHD5-18*01|IGHJ1*01	V3-30*01,J1*01	0.1179157161419557
S61|IGHV3-30-3*03|IGHD5-18*01|IGHJ1*01	V3-30*09,J1*01	0.1230582291310251
S61|IGHV3-30-3*03|IGHD5-18*01|IGHJ1*01	V3-30*14,J1*01	0.1241527511962701
S61|IGHV3-30-3*03|IGHD5-18*01|IGHJ1*01	V3-30-3*01,J1*01	0.1249796875907028
S61|IGHV3-30-3*03|IGHD5-18*01|IGHJ1*01	V3-30-3*03,J1*01	0.5008462650203833
S66|IGHV7-81*01|IGHD2-21*02|IGHJ1*01	V7-81*01,J1*01	1
S87|IGHV1/OR15-5*02|IGHD6-13*01|IGHJ3*02	V1/OR15-5*02,J3*01	0.1741382693984373
S87|IGHV1/OR15-5*02|IGHD6-13*01|IGHJ3*02	V1/OR15-5*02,J3*02	0.8257919037056641
S18|IGHV3/OR16-13*01|IGHD3-16*01|IGHJ2*01	V3/OR16-13*01,J2*01	0.9999998660279388
S29|IGHV3/OR16-6*02|IGHD4-17*01|IGHJ6*02	V3/OR16-6*02,J6*01	0.3352015662568097
S29|IGHV3/OR16-6*02|IGHD4-17*01|IGHJ6*02	V3/OR16-6*02,J6*02	0.6623236822840397
S88|IGHV3/OR16-8*01|IGHD1-1*01|IGHJ2*01	V3/OR16-8*01,J2*01	0.3328248756609813
S88|IGHV3/OR16-8*01|IGHD1-1*01|IGHJ2*01	V3/OR16-8*02,J2*01	0.3326451463318125
S88|IGHV3/OR16-8*01|IGHD1-1*01|IGHJ2*01	V?,J2*01	0.334529978007206
S27|IGHV3-49*05|IGHD3/OR15-3a*01|IGHJ5*02	V3-49*05,J5*02	0.9948558388708998
S10|IGHV7-4-1*04|IGHD6-6*01|IGHJ3*01	V7-4-1*04,J3*01	0.4062806010450477
S10|IGHV7-4-1*04|IGHD6-6*01|IGHJ3*01	V7-4-1*04,J3*02	0.2123164259393334
S10|IGHV7-4-1*04|IGHD6-6*01|IGHJ3*01	V7-4-1*05,J3*01	0.2595976961134383
S10|IGHV7-4-1*04|IGHD6-6*01|IGHJ3*01	V7-4-1*05,J3*02	0.1215024531319038
S53|IGHV3/OR16-8*02|IGHD1-26*01|IGHJ4*03	V3/OR16-8*02,J4*03	0.9992926589744028
S41|IGHV3-73*01|IGHD3-3*01|IGHJ1*01	V3-73*01,J1*01	0.666661738079961
S41|IGHV3-73*01|IGHD3-3*01|IGHJ1*01	V3-73*02,J1*01	0.3333382619200388
S26|IGHV3-13*02|IGHD2-21*01|IGHJ5*01	V3-13*02,J5*01	0.7181433324678006
S26|IGHV3-13*02|IGHD2-21*01|IGHJ5*01	V3-13*02,J5*02	0.2716300611497057
S21|IGHV3-11*03|IGHD1-14*01|IGHJ6*04	V3-11*03,J6*02	0.3340447641787679
S21|IGHV3-11*03|IGHD1-14*01|IGHJ6*04	V3-11*03,J6*04	0.6637403579567368
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J1*01	0.04864744360130594
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J4*01	0.01146194195463655
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43*01,J4*02	0.9049267552940407
S89|IGHV3-43*01|IGHD1-14*01|IGHJ4*02	V3-43D*01,J4*02	0.01370416884820082
S68|IGHV3-66*03|IGHD3/OR15-3a*01|IGHJ5*01	V3-66*03,J5*01	0.6599415919956868
S68|IGHV3-66*03|IGHD3/OR15-3a*01|IGHJ5*01	V3-66*03,J5*02	0.3400409717866604
S8|IGHV4-38-2*02|IGHD5-12*01|IGHJ2*01	V4-38-2*01,J2*01	0.333125766633634
S8|IGHV4-38-2*02|IGHD5-12*01|IGHJ2*01	V4-38-2*02,J2*01	0.6668742333663656
S12|IGHV3/OR16-8*01|IGHD1-20*01|IGHJ3*02	V3/OR16-8*01,J3*01	0.03740853662635038
S12|IGHV3/OR16-8*01|IGHD1-20*01|IGHJ3*02	V3/OR16-8*01,J3*02	0.2982673198398113
S12|IGHV3/OR16-8*01|IGHD1-20*01|IGHJ3*02	V3/OR16-8*02,J3*01	0.03472655053188282
S12|IGHV3/OR16-8*01|IGHD1-20*01|IGHJ3*02	V3/OR16-8*02,J3*02	0.2921135032824591
S12|IGHV3/OR16-8*01|IGHD1-20*01|IGHJ3*02	V?,J3*01	0.03520287512311025
S12|IGHV3/OR16-8*01|IGHD1-20*01|IGHJ3*02	V?,J3*02	0.3022812145963862
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*02,J3*01	0.0379803983383512
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*02,J3*02	0.2858096967617597
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*08,J3*01	0.08043253083760167
S91|IGHV2-5*08|IGHD4-23*01|IGHJ3*02	V2-5*08,J3*02	0.5957773133633512
S50|IGHV5-10-1*03|IGHD2-8*02|IGHJ6*03	V5-10-1*03,J6*03	0.7040792688459917
S50|IGHV5-10-1*03|IGHD2-8*02|IGHJ6*03	V5-10-1*03,J6*04	0.2945843828807662
S56|IGHV3-30-3*02|IGHD6-25*01|IGHJ2*01	V3-30*01,J2*01	0.4489374214450287
S56|IGHV3-30-3*02|IGHD6-25*01|IGHJ2*01	V3-30,J2*01	0.3644208672584541
S56|IGHV3-30-3*02|IGHD6-25*01|IGHJ2*01	V3-30-3*01,J2*01	0.185103547529656
S77|IGHV3-15*02|IGHD3-22*01|IGHJ6*03	V3-15*02,J6*03	0.6752602394141195
S77|IGHV3-15*02|IGHD3-22*01|IGHJ6*03	V3-15*02,J6*04	0.3233892969005732
S67|IGHV6-1*02|IGHD2-15*01|IGHJ6*03	V6-1*01,J6*03	0.02462046124023009
S67|IGHV6-1*02|IGHD2-15*01|IGHJ6*03	V6-1*01,J6*04	0.01482861776645511
S67|IGHV6-1*02|IGHD2-15*01|IGHJ6*03	V6-1*02,J6*03	0.6323474023854776
S67|IGHV6-1*02|IGHD2-15*01|IGHJ6*03	V6-1*02,J6*04	0.3281958959676912
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*01,J1*01	0.1162273626398252
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*01,J4*01	0.144955682412432
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*01,J4*02	0.08535208554765557
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*01,J4*03	0.09115331649746287
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*01,J5*01	0.1893458629087536
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*01,J?	0.04288392031352962
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*02,J1*01	0.05892859065517054
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*02,J4*01	0.07310477408417344
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*02,J4*02	0.04428313239559239
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*02,J4*03	0.03634699112361318
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*02,J5*01	0.092870891891078
S62|IGHV3-73*01|IGHD4-11*01|IGHJ4*01	V3-73*02,J?	0.02401510480910624
S23|IGHV3-15*07|IGHD2-8*02|IGHJ4*03	V3-15*07,J4*03	0.946206024709054
S23|IGHV3-15*07|IGHD2-8*02|IGHJ4*03	V3-15*07,J?	0.03044120065423161
S36|IGHV3-16*02|IGHD4-23*01|IGHJ4*03	V3-16*01,J4*03	0.3293132627560278
S36|IGHV3-16*02|IGHD4-23*01|IGHJ4*03	V3-16*02,J4*03	0.670166776819905
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3,J1*01	0.06114060370667884
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3,J4*01	0.04321938889676707
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3,J4*02	0.03231639980227911
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3,J4*03	0.02119979227361985
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3,J5*01	0.01225404966634246
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3,J?	0.01637887996797475
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64*05,J1*01	0.05653977181166217
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64*05,J4*01	0.0424692442465586
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64*05,J4*02	0.01997454640061214
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64*05,J4*03	0.01923428022136913
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64*05,J5*01	0.01062218731741183
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64*05,J?	0.01594164529205813
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64D*06,J1*01	0.245468870434402
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64D*06,J4*01	0.1576074886243906
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64D*06,J4*02	0.07353960686494129
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64D*06,J4*03	0.07004256314028502
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64D*06,J5*01	0.04192943655158064
S25|IGHV3-64D*06|IGHD3-10*01|IGHJ4*01	V3-64D*06,J?	0.05996181447752544
S6|IGHV3-38*03|IGHD3-22*01|IGHJ1*01	V3-38*03,J1*01	0.9992317648256115
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J1*01	0.1699595248973373
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J4*01	0.3108601289126876
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J4*02	0.1627650505525075
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J4*03	0.1807617688665365
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J5*01	0.09116945826693314
S34|IGHV3-16*01|IGHD7-27*01|IGHJ4*01	V3-16*01,J?	0.08434840849288154
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-53*01,J6*01	0.1014659915512991
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-53*01,J6*02	0.233610146923914
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-53*02,J6*01	0.04929993883752027
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-53*02,J6*02	0.1291579663648348
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-53*03,J6*01	0.08826411480301585
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-53*03,J6*02	0.1903545725503371
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-66*03,J6*01	0.06876508579178998
S79|IGHV3-53*01|IGHD5-24*01|IGHJ6*02	V3-66*03,J6*02	0.1377676785858993
S13|IGHV3/OR16-13*01|IGHD3/OR15-3a*01|IGHJ4*03	V3/OR16-13*01,J1*01	0.0556732880476555
S13|IGHV3/OR16-13*01|IGHD3/OR15-3a*01|IGHJ4*03	V3/OR16-13*01,J2*01	0.04123758369555961
S13|IGHV3/OR16-13*01|IGHD3/OR15-3a*01|IGHJ4*03	V3/OR16-13*01,J3*01	0.1233424570489531
S13|IGHV3/OR16-13*01|IGHD3/OR15-3a*01|IGHJ4*03	V3/OR16-13*01,J4*03	0.5448215769715448
S13|IGHV3/OR16-13*01|IGHD3/OR15-3a*01|IGHJ4*03	V3/OR16-13*01,J5*01	0.01062702468384192
S13|IGHV3/OR16-13*01|IGHD3/OR15-3a*01|IGHJ4*03	V3/OR16-13*01,J6*03	0.02957870027508003
S13|IGHV3/OR16-13*01|IGHD3/OR15-3a*01|IGHJ4*03	V3/OR16-13*01,J?	0.1829370446837847
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*01,J1*01	0.08505002894118932
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*01,J4*01	0.1548186262191103
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*01,J4*02	0.07917133515961378
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*01,J4*03	0.09255049378538233
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*01,J5*01	0.01802478163956503
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*01,J?	0.02086436598068299
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*02,J1*01	0.1226814248355777
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*02,J4*01	0.1585962678055236
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*02,J4*02	0.0874677776770952
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*02,J4*03	0.1000748880782473
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*02,J5*01	0.02434427549986965
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V3/OR16-8*02,J?	0.02287832477234665
S73|IGHV3/OR16-8*01|IGHD5-18*01|IGHJ4*01	V?,J1*01	0.02091087178780125
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*01,J6*02	0.127158060478228
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*01,J6*04	0.2548970721126242
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*02,J6*02	0.1839890798966769
S44|IGHV1-8*02|IGHD5-18*01|IGHJ6*04	V1-8*02,J6*04	0.4336836182599104
S2|IGHV1/OR21-1*01|IGHD5-18*01|IGHJ1*01	V1/OR21-1*01,J1*01	0.9999820535868874
S14|IGHV3-53*02|IGHD1/OR15-1a*01|IGHJ5*01	V3-53*02,J5*01	0.7006556683332305
S14|IGHV3-53*02|IGHD1/OR15-1a*01|IGHJ5*01	V3-53*02,J5*02	0.2989135283941329
S58|IGHV1/OR21-1*01|IGHD1-7*01|IGHJ2*01	V1/OR21-1*01,J2*01	0.9998998419373298
S59|IGHV4-61*01|IGHD1-20*01|IGHJ2*01	V4-59*02,J2*01	0.03171388784658128
S59|IGHV4-61*01|IGHD1-20*01|IGHJ2*01	V4-61*01,J2*01	0.4680694033957969
S59|IGHV4-61*01|IGHD1-20*01|IGHJ2*01	V4-61*03,J2*01	0.2233154891285684
S59|IGHV4-61*01|IGHD1-20*01|IGHJ2*01	V4-61*04,J2*01	0.2281062761297084
S59|IGHV4-61*01|IGHD1-20*01|IGHJ2*01	V4-61*08,J2*01	0.0487464136243622
S65|IGHV3-9*03|IGHD1-20*01|IGHJ3*01	V3-9*03,J3*01	0.6826973135991705
S65|IGHV3-9*03|IGHD1-20*01|IGHJ3*01	V3-9*03,J3*02	0.3159399507798322
S20|IGHV2/OR16-5*01|IGHD5-18*01|IGHJ6*04	V2/OR16-5*01,J6*02	0.3316653544815852
S20|IGHV2/OR16-5*01|IGHD5-18*01|IGHJ6*04	V2/OR16-5*01,J6*04	0.6678407861171631
S3|IGHV3-30-3*01|IGHD4/OR15-4a*01|IGHJ2*01	V3-30-3*01,J2*01	0.9994497793650021
S15|IGHV1/OR15-5*02|IGHD6-13*01|IGHJ5*01	V1/OR15-5*02,J5*01	0.6689368015798877
S15|IGHV1/OR15-5*02|IGHD6-13*01|IGHJ5*01	V1/OR15-5*02,J5*02	0.3310121224998573
S1|IGHV3-30-3*01|IGHD5-12*01|IGHJ1*01	V3-30-3*01,J1*01	0.9912289323025636
S100|IGHV4-34*10|IGHD4-17*01|IGHJ3*01	V4-34*10,J3*01	0.6784894940578233
S100|IGHV4-34*10|IGHD4-17*01|IGHJ3*01	V4-34*10,J3*02	0.3214962409119986
S17|IGHV3-21*03|IGHD4/OR15-4a*01|IGHJ2*01	V3-21*03,J2*01	0.9974228591247948
S72|IGHV4-61*02|IGHD3-22*01|IGHJ3*02	V4-61*02,J3*01	0.142273273819042
S72|IGHV4-61*02|IGHD3-22*01|IGHJ3*02	V4-61*02,J3*02	0.8577266642664292
S52|IGHV7-81*01|IGHD1-7*01|IGHJ5*01	V7-81*01,J5*01	0.6695349960629779
S52|IGHV7-81*01|IGHD1-7*01|IGHJ5*01	V7-81*01,J5*02	0.3303827378838199
S31|IGHV4-30-2*04|IGHD3-10*01|IGHJ5*01	V4-30-2*04,J4*01	0.04379869469962774
S31|IGHV4-30-2*04|IGHD3-10*01|IGHJ5*01	V4-30-2*04,J5*01	0.7998936373019979
S31|IGHV4-30-2*04|IGHD3-10*01|IGHJ5*01	V4-30-2*04,J5*02	0.1353089079305535
S31|IGHV4-30-2*04|IGHD3-10*01|IGHJ5*01	V4-30-2*04,J?	0.01847525624003799
S82|IGHV4-4*05|IGHD4-23*01|IGHJ1*01	V4-4*05,J1*01	0.9982557706895553
S54|IGHV7-81*01|IGHD3-3*02|IGHJ1*01	V7-81*01,J1*01	0.999999932468465
S64|IGHV1-45*02|IGHD5/OR15-5a*01|IGHJ2*01	V1-45*01,J2*01	0.3357033901182493
S64|IGHV1-45*02|IGHD5/OR15-5a*01|IGHJ2*01	V1-45*02,J2*01	0.6642966098817502
S38|IGHV3-64*03|IGHD3/OR15-3a*01|IGHJ1*01	V3-64*03,J1*01	0.993990510520973
S83|IGHV1-24*01|IGHD1-26*01|IGHJ5*02	V1-24*01,J5*02	0.9993516479080505
S11|IGHV1-58*01|IGHD2-15*01|IGHJ3*01	V1-58*01,J3*01	0.6611107160531531
S11|IGHV1-58*01|IGHD2-15*01|IGHJ3*01	V1-58*01,J3*02	0.3204108976241897
S11|IGHV1-58*01|IGHD2-15*01|IGHJ3*01	V1-58*02,J3*01	0.0123583875341227
S28|IGHV4-61*02|IGHD2-8*02|IGHJ5*02	V4-61*02,J5*02	0.9992568858778064
S37|IGHV1-46*02|IGHD1-7*01|IGHJ3*01	V1-46*02,J3*01	0.7907405209167578
S37|IGHV1-46*02|IGHD1-7*01|IGHJ3*01	V1-46*02,J3*02	0.2074656964021316
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J1*01	0.05999443310434469
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J4*02	0.9089006217870944
S32|IGHV7-81*01|IGHD4-11*01|IGHJ4*02	V7-81*01,J4*03	0.01487685741190096
S69|IGHV3/OR16-10*02|IGHD5/OR15-5a*01|IGHJ1*01	V3/OR16-10*01,J1*01	0.3326569264599528
S69|IGHV3/OR16-10*02|IGHD5/OR15-5a*01|IGHJ1*01	V3/OR16-10*02,J1*01	0.3335451293775691
S69|IGHV3/OR16-10*02|IGHD5/OR15-5a*01|IGHJ1*01	V?,J1*01	0.3337970409541047
S75|IGHV3/OR16-8*02|IGHD4/OR15-4a*01|IGHJ3*01	V3/OR16-8*02,J3*01	0.6864032892731285
S75|IGHV3/OR16-8*02|IGHD4/OR15-4a*01|IGHJ3*01	V3/OR16-8*02,J3*02	0.3135967107268712
S92|IGHV4-61*06|IGHD5-18*01|IGHJ3*01	V4-61*06,J3*01	0.8410530506707502
S92|IGHV4-61*06|IGHD5-18*01|IGHJ3*01	V4-61*06,J3*02	0.1589238969769516
S90|IGHV3-64D*06|IGHD1-20*01|IGHJ1*01	V3,J1*01	0.142410711554181
S90|IGHV3-64D*06|IGHD1-20*01|IGHJ1*01	V3-64*05,J1*01	0.1882470406094756
S90|IGHV3-64D*06|IGHD1-20*01|IGHJ1*01	V3-64D*06,J1*01	0.6684914810808005
S63|IGHV4-38-2*01|IGHD3-3*01|IGHJ6*03	V4-38-2*01,J6*03	0.6250654608970408
S63|IGHV4-38-2*01|IGHD3-3*01|IGHJ6*03	V4-38-2*01,J6*04	0.3727793372317138
S78|IGHV1-69-2*01|IGHD5-18*01|IGHJ6*03	V1-69-2*01,J6*03	0.6621313026312259
S78|IGHV1-69-2*01|IGHD5-18*01|IGHJ6*03	V1-69-2*01,J6*04	0.3378676915734919
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J1*01	0.1492829992024435
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J4*01	0.2719579789626625
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J4*02	0.1372407185891324
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J4*03	0.1634679116283102
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J5*01	0.1964605810099009
S80|IGHV1-8*01|IGHD3-10*02|IGHJ4*01	V1-8*01,J?	0.0749266905469169
S7|IGHV2-5*08|IGHD3-16*02|IGHJ5*02	V2-5*02,J5*02	0.322591153788272
S7|IGHV2-5*08|IGHD3-16*02|IGHJ5*02	V2-5*08,J5*02	0.6766648514649932
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J1*01	0.1362558831720615
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J4*01	0.1671838896793661
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J4*02	0.08006019316674323
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J4*03	0.08455295268138456
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J5*01	0.01988541308666816
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*01,J?	0.01789064355323474
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J1*01	0.06514691578726335
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J4*01	0.0835060959566979
S45|IGHV1-46*01|IGHD4-11*01|IGHJ4*01	V1-46*02,J4*02	0.03608448334700999
